"ncit_value","origin_id"
"intraductal_tubulopapillary_neoplasm","C95506"
"intraepidermal_carcinoma_nos","C27093"
"intraepidermal_epithelioma_of_jadassohn","C4110"
"intraepidermal_nevus","C4231"
"intraepidermal_squamous_cell_carcinoma_bowen_type","C62571"
"intraepithelial_carcinoma_nos","C2917"
"intraepithelial_squamous_cell_carcinoma","C27093"
"intraglandular_papillary_neoplasm_with_low_grade_intraepithelial_neoplasia","C3785"
"intrahepatic_bile_duct","C12677"
"intramural","C25234"
"intramuscular_hemangioma","C3699"
"intramuscular_lipoma","C7450"
"intraneural_perineurioma","C6911"
"intraosseous_low_grade_osteosarcoma","C6474"
"intraosseous_well_differentiated_osteosarcoma","C6474"
"intrathoracic_lymph_nodes","C12359"
"intravascular_bcell_lymphoma","C4342"
"intravascular_large_bcell_lymphoma","C4342"
"intron_variant","C63429"
"invasive_encapsulated_follicular_variant_of_papillary_thyroid_carcinoma_invasive_efvptc","C66850"
"invasive_fibroma","C9182"
"invasive_hydatidiform_mole","C6985"
"invasive_lobular_carcinoma","C7950"
"invasive_lobular_carcinoma_alveolar_type","C97049"
"invasive_lobular_carcinoma_solid_type","C97052"
"invasive_lobular_carcinoma_tubulolobular_variant","C97053"
"invasive_mammary_carcinoma","C9245"
"invasive_micropapillary_carcinoma","C36084"
"invasive_mole_nos","C6985"
"invasive_mucinous_adenocarcinoma","C136709"
"inversion","C45589"
"involved","C93581"
"iodine_i_131_apamistamab","C2527"
"iodine_i_131_ipa","C171348"
"ipdimmunoprogression","C131143"
"ipscderived_cd16il15rfexpressing_anticd19_carnk_cells_ft596","C170800"
"iran","C16755"
"iraq","C16756"
"ireland","C16757"
"irf4","C18430"
"irinotecan_sucrosofate","C82676"
"iroplact","C2251"
"irradiated_allogeneic_human_lung_cancer_cells_expressing_ox40lig_vaccine_hs130","C165639"
"irs4","C24524"
"ish","C17562"
"isle_of_man","C44480"
"islet_cell_adenocarcinoma","C3770"
"islet_cell_adenoma","C65184"
"islet_cell_adenomatosis","C4375"
"islet_cell_carcinoma","C3770"
"islet_cell_tumor_nos","C27031"
"islets_of_langerhans","C12608"
"israel","C16760"
"isthmus_uteri","C12312"
"istiratumab","C103863"
"isx","C116411"
"italy","C16761"
"itgav","C53661"
"itk","C24526"
"ivaltinostat","C94225"
"ivuxolimab","C121927"
"jadassohn_blue_nevus","C3803"
"jak1","C24528"
"jak2","C24529"
"jak3","C24530"
"jak_inhibitor","C172200"
"jamaica","C16763"
"japan","C16764"
"jazf1","C73542"
"jejunum","C12388"
"jersey","C64374"
"jordan","C16765"
"jugular_paraganglioma","C3061"
"jugulotympanic_paraganglioma","C3061"
"jun","C19531"
"junction_nevus","C4231"
"junctional_nevus_nos","C4231"
"juvenile_angiofibroma","C3799"
"juvenile_astrocytoma","C9022"
"juvenile_carcinoma_of_breast","C4189"
"juvenile_chronic_myelomonocytic_leukemia","C9233"
"juvenile_fibroadenoma","C4276"
"juvenile_hemangioma","C6645"
"juvenile_histiocytoma","C6492"
"juvenile_melanoma","C27007"
"juvenile_myelomonocytic_leukemia","C9233"
"juvenile_nevus","C27007"
"juxtacortical_chondroma","C4302"
"juxtacortical_chondrosarcoma","C7357"
"juxtacortical_osteosarcoma","C8969"
"juxtaglomerular_tumor","C4162"
"kanitinib","C168608"
"kaposi_sarcoma","C9087"
"kaposiform_hemangioendothelioma","C27510"
"karyotype","C16768"
"kat6a","C71429"
"kat6b","C71431"
"kat7","C73660"
"kazakhstan","C20107"
"kcnj5","C95838"
"kdm5a","C97595"
"kdm5c","C97598"
"kdm6a","C96334"
"kdr","C24532"
"kdsr","C24410"
"keap1","C112105"
"kenya","C16769"
"keratinizing","C161017"
"keratotoc_papilloma","C3712"
"kiaa1549","C98017"
"kidney","C12415"
"kidney_cancer","C9384"
"kidney_lower_pole","C93180"
"kidney_nos","C12415"
"kidney_upper_pole","C93179"
"kif5b","C101425"
"kiribati","C16639"
"kit","C18609"
"klatskin_tumor","C36077"
"klf4","C73449"
"klf6","C97448"
"klk2","C26584"
"kmt2a","C18585"
"kmt2c","C93091"
"kmt2d","C24600"
"knl1","C97378"
"knstrn","C119652"
"kosovo","C123740"
"kras","C25785"
"kras_g12c_inhibitor_gdc6036","C173995"
"kras_g12c_inhibitor_ly3499446","C166410"
"krasg12c_inhibitor_jnj74699157","C167157"
"krt20","C96457"
"krt7","C96444"
"krukenberg_tumor","C3153"
"ktn1","C97601"
"kuwait","C16775"
"kyrgyzstan","C16771"
"labium_majus","C12306"
"labium_minus","C12307"
"lacrimal_gland","C12346"
"lactate_dehydrogenase","C64855"
"lactating_adenoma","C9473"
"ladiratuzumab_vedotin","C112001"
"lair2_fusion_protein_nc410","C173559"
"landogrozumab","C99640"
"langerhans_cell_granulomatosis","C3107"
"langerhans_cell_granulomatosis_unifocal","C3016"
"langerhans_cell_histiocytosis_disseminated","C150703"
"langerhans_cell_histiocytosis_generalized","C150703"
"langerhans_cell_histiocytosis_monoostotic","C150701"
"langerhans_cell_histiocytosis_multifocal","C150702"
"langerhans_cell_histiocytosis_nos","C3107"
"langerhans_cell_histiocytosis_polyostotic","C150702"
"langerhans_cell_histiocytosis_unifocal","C150701"
"langerhans_cell_sarcoma","C6921"
"laos","C16780"
"laparoscopy","C16969"
"laparotomy","C15266"
"laprituximab_emtansine","C111906"
"large_bcell_lymphoma_arising_in_hhv8associated_multicentric_castleman_disease","C27856"
"large_cell_carcinoma_nos","C3780"
"large_cell_carcinoma_with_rhabdoid_phenotype","C6876"
"large_cell_ki1_lymphoma","C3720"
"large_cell_medulloblastoma","C6904"
"large_cell_neuroendocrine_carcinoma","C6875"
"larotinib_mesylate","C172062"
"larp4b","C143064"
"laryngeal_cancer","C4855"
"laryngeal_cartilage","C12281"
"larynx_nos","C12420"
"lasp1","C97604"
"lateral_wall_of_bladder","C12333"
"lateral_wall_of_nasopharynx","C12244"
"lateral_wall_of_oropharynx","C12239"
"latvia","C16783"
"lcis_nos","C4018"
"lck","C18541"
"lcp1","C21294"
"lebanon","C16784"
"lef1","C80032"
"left","C25229"
"legal_guardian","C51828"
"leiomyoblastoma","C3486"
"leiomyofibroma","C3434"
"leiomyoma_nos","C3157"
"leiomyomatosis_nos","C3748"
"leiomyosarcoma_nos","C3158"
"lennert_lymphoma","C7205"
"lentigo_maligna","C43372"
"lentigo_maligna_melanoma","C9151"
"lepidic_predominant_adenocarcinoma","C123160"
"leptomeningeal_sarcoma","C8312"
"lerociclib","C138165"
"lesotho","C16787"
"lesser_curvature_of_stomach_nos","C12261"
"letetresgene_autoleucel","C121379"
"letolizumab","C120140"
"letterersiwe_disease","C3160"
"leukemia","C3161"
"leukemia_nos","C3161"
"leukemic_reticuloendotheliosis","C7402"
"leukocytes","C51948"
"leydig_cell_tumor_benign","C4212"
"leydig_cell_tumor_malignant","C4213"
"leydig_cell_tumor_nos","C3188"
"lhfp","C97607"
"liberia","C16791"
"libya","C16793"
"liechtenstein","C16794"
"lifelong_nondrinker","C126380"
"lifileucel","C120552"
"lifirafenib","C124995"
"lifr","C24552"
"likely_benign","C168801"
"likely_pathogenic","C168800"
"lilotomab","C165685"
"lingual_tonsil","C32988"
"linitis_plastica","C3190"
"linperlisib","C158508"
"lip_nos","C12220"
"lipid_cell_tumor_of_ovary","C4215"
"lipid_nanoparticle_encapsulating_glutathione_stransferase_p_sirna_nbf006","C170753"
"lipidrich_carcinoma","C4152"
"lipidrich_urothelial_carcinoma","C39828"
"lipoadenoma","C4159"
"lipoblastoma","C27483"
"lipoblastomatosis","C4255"
"lipoid_cell_tumor_of_ovary","C4215"
"lipoleiomyoma","C9502"
"lipoma_nos","C3192"
"lipomalike_liposarcoma","C6505"
"lipomatous_medulloblastoma","C6905"
"liposarcoma_differentiated","C4250"
"liposarcoma_nos","C3194"
"liposarcoma_well_differentiated","C4250"
"liposomal_bcl2_antisense_oligonucleotide__bp1002","C170743"
"liposomeencapsulated_taas_mrna_vaccine_w_ova1","C174421"
"lithuania","C16799"
"liver","C12392"
"liver_cancer","C7927"
"liver_cell_adenoma","C3758"
"liver_cell_carcinoma","C3099"
"lmna","C61148"
"lmo1","C91263"
"lmo2","C17973"
"lmp2specific_t_cell_receptortransduced_autologous_tlymphocytes","C172395"
"lmp7_inhibitor_m3258","C169060"
"lobular_adenocarcinoma","C3771"
"lobular_and_ductal_carcinoma","C5160"
"lobular_carcinoma_in_situ_nos","C4018"
"lobular_carcinoma_noninfiltrating","C4018"
"lobular_carcinoma_nos","C3771"
"localized_fibrous_tumor","C7634"
"lodapolimab","C128138"
"loss","C25559"
"loss_of_expression","C165233"
"low","C54722"
"low_grade","C14161"
"low_grade_adenosquamous_carcinoma","C40362"
"low_grade_appendiceal_mucinous_neoplasm","C42598"
"low_grade_cribriform_cystadenocarcinoma_lgccc","C62192"
"low_grade_dysplasia","C156084"
"low_grade_g1","C140260"
"low_risk","C102403"
"lower_gum","C54204"
"lower_limb_nos","C12742"
"lower_lobe_lung","C12287"
"lower_third_of_esophagus","C12255"
"lowerinner_quadrant_of_breast","C12302"
"lowerouter_quadrant_of_breast","C12304"
"lowgrade_central_osteosarcoma","C6474"
"lowgrade_fibromyxoid_sarcoma","C45202"
"lowgrade_intramedullary_osteosarcoma","C6474"
"lowgrade_myofibroblastic_sarcoma","C49024"
"lowintermediate_risk","C161807"
"lpp","C97610"
"lrig3","C101446"
"lrp1b","C111830"
"lrp5_antagonist_bi_905681","C171102"
"lsd1_inhibitor_syha1807","C173722"
"lsm14a","C122884"
"lumretuzumab","C104058"
"lung","C12468"
"lung_cancer","C4878"
"lung_nos","C12468"
"lupartumab_amadotin","C116070"
"luteinizing_hormone","C74790"
"luteinoma","C3202"
"luteoma_nos","C3202"
"lutetium_lu_177dtpaomburtamab","C174423"
"luxembourg","C16803"
"lyl1","C24564"
"lymph_node_axillary","C12904"
"lymph_node_cancer","C35812"
"lymph_node_inguinal","C32801"
"lymph_node_involved_site","C33027"
"lymph_node_nos","C12745"
"lymph_nodes_of_axilla_or_arm","C12904"
"lymph_nodes_of_head_face_and_neck","C12358"
"lymph_nodes_of_inguinal_region_or_leg","C12362"
"lymphangioendothelial_sarcoma","C3205"
"lymphangioendothelioma_malignant","C3205"
"lymphangioendothelioma_nos","C3203"
"lymphangioleiomyomatosis","C3725"
"lymphangioma_nos","C8965"
"lymphangiomyoma","C3204"
"lymphangiomyomatosis","C3725"
"lymphangiosarcoma","C3205"
"lymphatic_leukemic_nos","C7539"
"lymphoblastic_leukemia_nos","C3167"
"lymphoblastoma","C9360"
"lymphoblasts","C102278"
"lymphocytes","C51949"
"lymphocytic_leukemia_nos","C7539"
"lymphoepithelial_carcinoma","C4107"
"lymphoepithelioid_lymphoma","C7205"
"lymphoepithelioma","C4107"
"lymphoepitheliomalike_carcinoma","C4107"
"lymphoid_leukemia_nos","C7539"
"lymphoma","C3208"
"lymphoma_nos","C3208"
"lymphomatoid_granulomatosis","C7930"
"lymphomatoid_papulosis","C3721"
"lymphoplasmacyterich_meningioma","C4720"
"lymphoproliferative_disease_nos","C9308"
"lymphoproliferative_disorder_nos","C9308"
"lymphosarcoma_cell_leukemia","C7539"
"lymphosarcoma_diffuse","C26919"
"lymphosarcoma_nos","C26919"
"lztr1","C128257"
"maackia_amurensis_seed_lectin","C174518"
"macau","C16807"
"machine_smoke","C164090"
"macro","C43566"
"macrocyclebridged_sting_agonist_e7766","C166141"
"macrofollicular_adenoma","C4161"
"macroscopic_2cm_or_less","C53696"
"macroscopic_greater_than_2cm","C51138"
"madagascar","C16808"
"mafb","C97671"
"magea1specific_t_cell_receptortransduced_autologous_tcells","C174139"
"magnocellular_nevus","C4230"
"magrolimab","C117730"
"main_bronchus","C12284"
"major_salivary_gland_nos","C12426"
"malat1","C92696"
"malawi","C16813"
"malaysia","C16814"
"maldives","C16815"
"male","C20197"
"male_cousin","C165850"
"male_genital_organs_nos","C61599"
"male_sibling_of_adopted_child","C166197"
"mali","C16816"
"malignancy","C9305"
"malignant","C14143"
"malignant_cystic_nephroma","C6897"
"malignant_eccrine_spiradenoma","C5117"
"malignant_fibrous_histiocytoma","C4247"
"malignant_giant_cell_tumor_of_soft_parts","C8380"
"malignant_histiocytosis","C7202"
"malignant_hydatidiform_mole","C6985"
"malignant_lymphoma_centroblastic_diffuse","C4074"
"malignant_lymphoma_centroblastic_follicular","C8994"
"malignant_lymphoma_centroblastic_nos","C4074"
"malignant_lymphoma_centroblasticcentrocytic_diffuse","C4338"
"malignant_lymphoma_centroblasticcentrocytic_follicular","C3209"
"malignant_lymphoma_centroblasticcentrocytic_nos","C4338"
"malignant_lymphoma_convoluted_cell","C27821"
"malignant_lymphoma_diffuse_nos","C27822"
"malignant_lymphoma_follicle_center_follicular","C3209"
"malignant_lymphoma_follicle_center_nos","C3209"
"malignant_lymphoma_follicular_nos","C3209"
"malignant_lymphoma_histiocytic_diffuse","C27099"
"malignant_lymphoma_histiocytic_nodular","C3460"
"malignant_lymphoma_histiocytic_nos","C8851"
"malignant_lymphoma_hodgkin","C9357"
"malignant_lymphoma_immunoblastic_nos","C3461"
"malignant_lymphoma_large_bcell_diffuse_centroblastic_nos","C4074"
"malignant_lymphoma_large_bcell_diffuse_immunoblastic_nos","C3461"
"malignant_lymphoma_large_bcell_diffuse_nos","C8851"
"malignant_lymphoma_large_bcell_nos","C8851"
"malignant_lymphoma_large_cell_cleaved_and_noncleaved","C8851"
"malignant_lymphoma_large_cell_cleaved_diffuse","C27265"
"malignant_lymphoma_large_cell_cleaved_nos","C27265"
"malignant_lymphoma_large_cell_diffuse_nos","C8851"
"malignant_lymphoma_large_cell_follicular_nos","C3460"
"malignant_lymphoma_large_cell_immunoblastic","C3461"
"malignant_lymphoma_large_cell_noncleaved_diffuse","C27266"
"malignant_lymphoma_large_cell_noncleaved_follicular","C3460"
"malignant_lymphoma_large_cell_noncleaved_nos","C27266"
"malignant_lymphoma_large_cell_nos","C27823"
"malignant_lymphoma_large_cleaved_cell_follicular","C3460"
"malignant_lymphoma_large_cleaved_cell_nos","C27265"
"malignant_lymphoma_lymphoblastic_nos","C9360"
"malignant_lymphoma_lymphocytic_diffuse_nos","C7540"
"malignant_lymphoma_lymphocytic_intermediate_differentiation_diffuse","C4337"
"malignant_lymphoma_lymphocytic_nodular_nos","C3209"
"malignant_lymphoma_lymphocytic_nos","C7540"
"malignant_lymphoma_lymphocytic_poorly_differentiated_nodular","C3465"
"malignant_lymphoma_lymphocytic_well_differentiated_diffuse","C7540"
"malignant_lymphoma_lymphoplasmacytic","C3212"
"malignant_lymphoma_lymphoplasmacytoid","C3212"
"malignant_lymphoma_mixed_cell_type_follicular","C8968"
"malignant_lymphoma_mixed_cell_type_nodular","C8968"
"malignant_lymphoma_mixed_lymphocytichistiocytic_nodular","C8968"
"malignant_lymphoma_mixed_small_cleaved_and_large_cell_follicular","C8968"
"malignant_lymphoma_nodular_nos","C3209"
"malignant_lymphoma_noncleaved_cell_nos","C27258"
"malignant_lymphoma_noncleaved_diffuse_nos","C27266"
"malignant_lymphoma_noncleaved_nos","C27266"
"malignant_lymphoma_nonhodgkin_nos","C3211"
"malignant_lymphoma_nos","C3208"
"malignant_lymphoma_plasmacytoid","C3212"
"malignant_lymphoma_small_b_lymphocytic_nos","C7540"
"malignant_lymphoma_small_cell_diffuse","C7540"
"malignant_lymphoma_small_cell_nos","C7540"
"malignant_lymphoma_small_cleaved_cell_follicular","C3465"
"malignant_lymphoma_small_lymphocytic_diffuse","C7540"
"malignant_lymphoma_small_lymphocytic_nos","C7540"
"malignant_lymphoma_small_noncleaved_burkitt_type","C2912"
"malignant_lymphoma_undifferentiated_burkitt_type","C2912"
"malignant_lymphomatous_polyposis","C4339"
"malignant_mast_cell_tumor","C9348"
"malignant_mastocytoma","C9348"
"malignant_mastocytosis","C8991"
"malignant_melanoma_in_hutchinson_melanotic_freckle","C9151"
"malignant_melanoma_in_junctional_nevus","C4232"
"malignant_melanoma_in_precancerous_melanosis","C66753"
"malignant_melanoma_nos","C3224"
"malignant_melanoma_regressing","C4228"
"malignant_multilocular_cystic_nephroma","C6897"
"malignant_myoepithelioma","C7596"
"malignant_peripheral_nerve_sheath_tumor","C3798"
"malignant_peripheral_nerve_sheath_tumor_with_rhabdomyoblastic_differentiation","C4335"
"malignant_perivascular_epithelial_cell_tumor","C6530"
"malignant_reticulosis_nos","C4684"
"malignant_rhabdoid_tumor","C3808"
"malignant_schwannoma_nos","C3798"
"malignant_schwannoma_with_rhabdomyoblastic_differentiation","C4335"
"malignant_tenosynovial_giant_cell_tumor","C6535"
"malignant_teratoma_anaplastic","C4287"
"malignant_teratoma_intermediate","C4288"
"malignant_teratoma_trophoblastic","C66778"
"malignant_teratoma_undifferentiated","C4287"
"malignant_tumor_fusiform_cell_type","C27091"
"malignant_tumor_giant_cell_type","C4090"
"malignant_tumor_small_cell_type","C65154"
"malignant_tumor_spindle_cell_type","C27091"
"malt1","C60671"
"malt_lymphoma","C3898"
"malta","C16817"
"maml2","C95456"
"maml3","C117094"
"mandible","C12290"
"manec","C95406"
"manelimab","C156741"
"mantle_cell_lymphoma_includes_all_variants_blastic_pleomorphic_small_cell","C4337"
"mantle_zone_lymphoma","C4337"
"map2k1","C21222"
"map2k2","C106606"
"map2k4","C97674"
"map3k1","C24572"
"map3k13","C102523"
"mapk1","C21227"
"margin_distance","C137815"
"marginal_zone_bcell_lymphoma_nos","C4341"
"marginal_zone_lymphoma_nos","C4341"
"marijuana","C26659"
"marijuana_smoke","C164091"
"marshall_islands","C16822"
"martinique","C16823"
"masculinovoblastoma","C4215"
"mast_cell_leukaemia","C3169"
"mast_cell_sarcoma","C9348"
"mast_cell_tumor_nos","C9295"
"mastocytoma_nos","C9303"
"maternal_aunt","C96575"
"maternal_first_cousin","C96576"
"maternal_first_cousin_once_removed","C165851"
"maternal_grandfather","C96577"
"maternal_grandmother","C96578"
"maternal_grandparent","C111248"
"maternal_great_aunt","C165853"
"maternal_great_grandparent","C166127"
"maternal_great_uncle","C165854"
"maternal_half_brother","C96656"
"maternal_half_sibling","C166112"
"maternal_half_sister","C96658"
"maternal_uncle","C96579"
"matrical_carcinoma","C4114"
"mature_mirna_variant","C165227"
"mature_t_all","C27820"
"mature_tcell_lymphoma_nos","C4340"
"mature_teratoma","C9015"
"mauritania","C16826"
"mauritius","C16827"
"max","C18576"
"maxillary_sinus","C12275"
"mayotte","C16828"
"mb21d2","C132170"
"mcl1_inhibitor_abbv467","C174400"
"mdm2","C18345"
"mdm2_inhibitor_amgmds3","C171616"
"mdm4","C88218"
"mds2","C97615"
"meckel_diverticulum","C12264"
"mecom","C18392"
"med12","C98210"
"mediastinal","C33073"
"mediastinal_thymic_large_bcell_lymphoma","C9280"
"mediastinum","C12748"
"mediastinum_nos","C12748"
"medical_record","C45258"
"mediterranean_lymphoma","C3132"
"medulla_of_adrenal_gland","C12397"
"medullary_carcinoma_nos","C66718"
"medullary_carcinoma_with_amyloid_stroma","C4193"
"medullary_osteosarcoma","C35870"
"medulloblastoma_classic","C54039"
"medulloblastoma_group_3","C129445"
"medulloblastoma_group_4","C129446"
"medulloblastoma_nonwntnonshh","C129444"
"medulloblastoma_nos","C3222"
"medulloblastoma_shhactivated_and_tp53mutant","C129442"
"medulloblastoma_shhactivated_and_tp53wildtype","C129443"
"medulloblastoma_with_extensive_nodularity","C5407"
"medulloblastoma_wntactivated","C129440"
"medullocytoma","C6905"
"medulloepithelioma_nos","C66808"
"medullomyoblastoma","C3706"
"megakaryocytic_leukemia","C3170"
"megakaryocytic_myelosclerosis","C2862"
"mek_12_inhibitor_fcn159","C172382"
"mek_inhibitor_hl085","C173437"
"melanoameloblastoma","C3717"
"melanocytic_nevus","C7570"
"melanocytoma_eyeball","C4230"
"melanocytoma_nos","C9498"
"melanoma","C3224"
"melanoma_in_situ","C8423"
"melanoma_malignant_of_soft_parts","C3745"
"melanoma_nos","C3224"
"melanotic_medulloblastoma","C9497"
"melanotic_mpnst","C4748"
"melanotic_neuroectodermal_tumor","C3717"
"melanotic_neurofibroma","C66841"
"melanotic_progonoma","C3717"
"melanotic_psammomatous_mpnst","C6910"
"melanotic_schwannoma","C6970"
"men1","C18254"
"meningeal_melanocytoma","C4662"
"meningeal_melanoma","C5317"
"meningeal_melanomatosis","C6891"
"meningeal_sarcoma","C4073"
"meningeal_sarcomatosis","C4334"
"meninges_nos","C12348"
"meningioma_anaplastic","C4051"
"meningioma_malignant","C4051"
"meningioma_nos","C3230"
"meningiomatosis_nos","C3707"
"meningothelial_meningioma","C4329"
"meningothelial_sarcoma","C4073"
"meninmll_interaction_inhibitor_sndx5613","C165776"
"merkel_cell_carcinoma","C9231"
"merkel_cell_tumor","C9231"
"mesenchymal_chondrosarcoma","C3737"
"mesenchymal_tumor_malignant","C9118"
"mesenchymoma_benign","C4267"
"mesenchymoma_malignant","C4268"
"mesenchymoma_nos","C3233"
"mesenteric","C77641"
"mesenteric_fibromatosis","C3741"
"mesoblastic_nephroma","C6569"
"mesodermal_mixed_tumor","C3730"
"mesonephric_adenocarcinoma","C4072"
"mesonephric_adenoma","C4294"
"mesonephric_tumor_nos","C4295"
"mesonephroma_benign","C4294"
"mesonephroma_malignant","C4072"
"mesonephroma_nos","C4295"
"mesothelin","C20887"
"mesothelioma","C3234"
"mesothelioma_benign","C3762"
"mesothelioma_biphasic_malignant","C4282"
"mesothelioma_biphasic_nos","C4282"
"mesothelioma_malignant","C4456"
"mesothelioma_nos","C3234"
"met","C18325"
"met_x_met_bispecific_antibody_regn5093","C167188"
"metamyelocytes","C74615"
"metanephric_adenoma","C27253"
"metaplastic_carcinoma_nos","C27949"
"metaplastic_carcinoma_of_no_special_type","C27949"
"metaplastic_meningioma","C6907"
"metarrestin","C168544"
"metastasis","C3261"
"metastasis_nos","C19151"
"metastatic_signet_ring_cell_carcinoma","C66717"
"metatypical_carcinoma","C66903"
"methylation","C16848"
"methylcantharidimide","C173446"
"mevociclib","C139552"
"mexico","C16850"
"mezagitamab","C148078"
"mg","C28253"
"mgmt","C21232"
"mgus","C3996"
"mh2a","C95407"
"mh2a1","C113624"
"mh2a2","C154659"
"mib1","C104651"
"micro","C25252"
"microarray","C18477"
"microbiome_gen001","C171422"
"microbiomederived_peptide_vaccine_eo2401","C165646"
"microcystic_adenoma","C3685"
"microcystic_adnexal_carcinoma","C7581"
"microcystic_meningioma","C4721"
"microcystic_urothelial_carcinoma","C39820"
"microfollicular_adenoma_nos","C4160"
"microglioma","C9301"
"micropapillary","C36181"
"micropapillary_serous_carcinoma","C6882"
"microsatellite_analysis","C63331"
"microscopic","C25252"
"middle_ear","C12274"
"middle_lobe_lung","C12286"
"middle_third_of_esophagus","C12254"
"midline","C81170"
"midline_carcinoma_of_children_and_young_adults_with_nut_rearrangement","C45716"
"milataxel","C77880"
"mild","C70666"
"minimally_invasive_adenocarcinoma_mucinous","C7268"
"minimally_invasive_adenocarcinoma_nonmucinous","C7269"
"minimally_invasive_adenocarcinoma_nos","C2923"
"miptenalimab","C150403"
"miransertib","C99172"
"mirdametinib","C52195"
"mirna","C25966"
"mirzotamab_clezutoclax","C157279"
"missense_variant","C18133"
"mit_family_translocation_renal_cell_carcinoma","C154494"
"mitazalimab","C121538"
"mitf","C70584"
"mitotic_count","C47864"
"mixed_acidophilbasophil_adenoma","C4148"
"mixed_acidophilbasophil_carcinoma","C4149"
"mixed_acinarendocrineductal_carcinoma","C95458"
"mixed_adenocarcinoma_and_epidermoid_carcinoma","C3727"
"mixed_adenocarcinoma_and_squamous_cell_carcinoma","C3727"
"mixed_adenomatous_and_hyperplastic_polyp","C38458"
"mixed_adenoneuroendocrine_carcinoma","C95406"
"mixed_basalsquamous_cell_carcinoma","C2922"
"mixed_carcinoidadenocarcinoma","C95406"
"mixed_cell_adenocarcinoma","C4158"
"mixed_cell_adenoma","C4157"
"mixed_ductalendocrine_carcinoma","C6879"
"mixed_embryonal_carcinoma_and_teratoma","C3756"
"mixed_epithelioid_and_spindle_cell_melanoma","C66756"
"mixed_germ_cell_sex_cordstromal_tumor_unclassified","C39912"
"mixed_germ_cell_tumor","C4290"
"mixed_glioma","C3903"
"mixed_hepatocellular_and_bile_duct_carcinoma","C3828"
"mixed_liposarcoma","C4253"
"mixed_meningioma","C4333"
"mixed_mesenchymal_sarcoma","C4268"
"mixed_mesenchymal_tumor","C3233"
"mixed_phenotype_acute_leukemia_bmyeloid_nos","C82212"
"mixed_phenotype_acute_leukemia_tmyeloid_nos","C82213"
"mixed_phenotype_acute_leukemia_with_t922q34q112_bcrabl1","C82192"
"mixed_phenotype_acute_leukemia_with_tv11q23_mll_rearranged","C82203"
"mixed_small_cell_carcinoma","C9137"
"mixed_subependymomaependymoma","C3795"
"mixed_teratoma_and_seminoma","C9010"
"mixed_tumor_malignant_nos","C8025"
"mixed_tumor_nos","C121786"
"mixed_tumor_salivary_gland_type_malignant","C8025"
"mixed_tumor_salivary_gland_type_nos","C8602"
"mkl1","C97296"
"mlf1","C97650"
"mlh1","C18482"
"mlh2","C18590"
"mllt1","C24601"
"mllt10","C84461"
"mllt11","C97387"
"mllt3","C24603"
"mllt4","C24604"
"mllt6","C24605"
"mn1","C97618"
"mnx1","C97559"
"mobocertinib","C126752"
"modakafusp_alfa","C140427"
"moderate","C61376"
"modified_vaccinia_ankaravectored_hpv1618_vaccine_jnj65195208","C167362"
"moldova","C16871"
"monaco","C16874"
"mongolia","C16875"
"monoblastic_leukemia_nos","C7171"
"monoclonal_gammopathy_nos","C3996"
"monoclonal_gammopathy_of_undetermined_significance","C3996"
"monocytic_leukemia_nos","C4861"
"monocytoid_bcell_lymphoma","C8863"
"monomorphic_adenoma","C3686"
"montenegro","C64378"
"montserrat","C16876"
"morocco","C16878"
"mosaicism","C92976"
"mother","C25189"
"motherinlaw","C68639"
"motixafortide","C88309"
"motor_or_movement_changes","C157433"
"mouth_nos","C12421"
"mozambique","C16882"
"mpl","C18411"
"mpnst_nos","C3798"
"mpnst_with_rhabdomyoblastic_differentiation","C4335"
"mrminimalmarginal_response","C123598"
"mrna","C813"
"ms","C133431"
"msh2","C18481"
"msh6","C19195"
"msi2","C91356"
"msn","C97621"
"mtcp1","C24617"
"mtor","C38928"
"mu_heavy_chain_disease","C3892"
"muc1","C38939"
"muc16","C71018"
"muc1wt1_peptideprimed_autologous_dendritic_cells","C174519"
"muc4","C128854"
"mucinous_adenocarcinoma","C26712"
"mucinous_adenocarcinoma_endocervical_type","C66953"
"mucinous_adenofibroma_nos","C8978"
"mucinous_adenoma","C2973"
"mucinous_carcinoma","C26712"
"mucinous_carcinoma_gastric_type","C127905"
"mucinous_carcinoma_intestinal_type","C40203"
"mucinous_cystadenocarcinoma_nos","C3776"
"mucinous_cystadenofibroma_nos","C8979"
"mucinous_cystadenoma_nos","C2973"
"mucinous_cystic_tumor_with_moderate_dysplasia","C6883"
"mucinous_cystoma","C2973"
"mucinous_tubular_and_spindle_cell_carcinoma","C39807"
"mucinproducing_adenocarcinoma","C27379"
"mucinproducing_carcinoma","C27825"
"mucinsecreting_adenocarcinoma","C27379"
"mucinsecreting_carcinoma","C27825"
"mucoepidermoid_carcinoma","C3772"
"mucoid_adenocarcinoma","C26712"
"mucoid_carcinoma","C26712"
"mucoid_cell_adenocarcinoma","C4150"
"mucoid_cell_adenoma","C2856"
"mucosa_of_lip_nos","C12226"
"mucosa_of_lower_lip","C12225"
"mucosa_of_upper_lip","C12224"
"mucosal_lentiginous_melanoma","C48622"
"mucosalassociated_lymphoid_tissue_lymphoma","C3898"
"mucous_adenocarcinoma","C26712"
"mucous_carcinoma","C26712"
"mullerian_adenosarcoma","C9474"
"mullerian_mixed_tumor","C3730"
"multicentric_basal_cell_carcinoma","C4108"
